#doc,name,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion
4614,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1543.txt,28,0.0601092896,29,0.043715847,23,0.043715847,20,0.043715847,18,0.043715847,16,0.043715847,6,0.043715847,4,0.043715847,3,0.043715847,2,0.043715847,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,22,0.0273224044,21,0.0273224044,19,0.0273224044,17,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,5,0.0273224044,1,0.0273224044,0,0.0273224044
5695,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4111.txt,28,0.0601092896,16,0.0601092896,26,0.043715847,22,0.043715847,21,0.043715847,15,0.043715847,6,0.043715847,5,0.043715847,4,0.043715847,29,0.0273224044,27,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,17,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044,0,0.0273224044
6287,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2419.txt,28,0.0601092896,18,0.0601092896,12,0.0601092896,19,0.043715847,16,0.043715847,14,0.043715847,4,0.043715847,3,0.043715847,29,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,17,0.0273224044,15,0.0273224044,13,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,2,0.0273224044,1,0.0273224044,0,0.0273224044
6361,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1098.txt,28,0.0601092896,18,0.0601092896,29,0.043715847,15,0.043715847,14,0.043715847,10,0.043715847,9,0.043715847,7,0.043715847,0,0.043715847,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,17,0.0273224044,16,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,8,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
6518,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1091.txt,28,0.0601092896,27,0.0601092896,24,0.0601092896,2,0.0601092896,18,0.043715847,14,0.043715847,11,0.043715847,29,0.0273224044,26,0.0273224044,25,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,17,0.0273224044,16,0.0273224044,15,0.0273224044,13,0.0273224044,12,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,4,0.0273224044,3,0.0273224044,1,0.0273224044,0,0.0273224044
1721,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1334.txt,28,0.0591397849,20,0.0591397849,16,0.0591397849,23,0.0430107527,22,0.0430107527,17,0.0430107527,14,0.0430107527,10,0.0430107527,1,0.0430107527,29,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,21,0.0268817204,19,0.0268817204,18,0.0268817204,15,0.0268817204,13,0.0268817204,12,0.0268817204,11,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,4,0.0268817204,3,0.0268817204,2,0.0268817204,0,0.0268817204
3815,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3360.txt,28,0.0591397849,11,0.0591397849,5,0.0591397849,27,0.0430107527,20,0.0430107527,19,0.0430107527,18,0.0430107527,12,0.0430107527,4,0.0430107527,29,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,17,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204,0,0.0268817204
5411,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6431.txt,28,0.0591397849,26,0.0591397849,12,0.0591397849,1,0.0591397849,22,0.0430107527,18,0.0430107527,17,0.0430107527,9,0.0430107527,29,0.0268817204,27,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,11,0.0268817204,10,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,4,0.0268817204,3,0.0268817204,2,0.0268817204,0,0.0268817204
5700,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4851.txt,28,0.0591397849,26,0.0591397849,22,0.0430107527,19,0.0430107527,18,0.0430107527,11,0.0430107527,10,0.0430107527,8,0.0430107527,4,0.0430107527,1,0.0430107527,29,0.0268817204,27,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,21,0.0268817204,20,0.0268817204,17,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,9,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,0,0.0268817204
1915,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1818.txt,28,0.0582010582,17,0.0582010582,3,0.0582010582,25,0.0423280423,22,0.0423280423,21,0.0423280423,18,0.0423280423,9,0.0423280423,6,0.0423280423,4,0.0423280423,29,0.0264550265,27,0.0264550265,26,0.0264550265,24,0.0264550265,23,0.0264550265,20,0.0264550265,19,0.0264550265,16,0.0264550265,15,0.0264550265,14,0.0264550265,13,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,8,0.0264550265,7,0.0264550265,5,0.0264550265,2,0.0264550265,1,0.0264550265,0,0.0264550265
3000,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1510.txt,28,0.0582010582,15,0.0582010582,8,0.0582010582,5,0.0582010582,21,0.0423280423,20,0.0423280423,13,0.0423280423,2,0.0423280423,1,0.0423280423,29,0.0264550265,27,0.0264550265,26,0.0264550265,25,0.0264550265,24,0.0264550265,23,0.0264550265,22,0.0264550265,19,0.0264550265,18,0.0264550265,17,0.0264550265,16,0.0264550265,14,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,7,0.0264550265,6,0.0264550265,4,0.0264550265,3,0.0264550265,0,0.0264550265
3601,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4855.txt,28,0.0582010582,20,0.0582010582,19,0.0582010582,16,0.0582010582,21,0.0423280423,13,0.0423280423,9,0.0423280423,5,0.0423280423,4,0.0423280423,29,0.0264550265,27,0.0264550265,26,0.0264550265,25,0.0264550265,24,0.0264550265,23,0.0264550265,22,0.0264550265,18,0.0264550265,17,0.0264550265,15,0.0264550265,14,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,8,0.0264550265,7,0.0264550265,6,0.0264550265,3,0.0264550265,2,0.0264550265,1,0.0264550265,0,0.0264550265
4517,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4460.txt,28,0.0582010582,3,0.0582010582,26,0.0423280423,24,0.0423280423,22,0.0423280423,13,0.0423280423,7,0.0423280423,6,0.0423280423,5,0.0423280423,4,0.0423280423,1,0.0423280423,29,0.0264550265,27,0.0264550265,25,0.0264550265,23,0.0264550265,21,0.0264550265,20,0.0264550265,19,0.0264550265,18,0.0264550265,17,0.0264550265,16,0.0264550265,15,0.0264550265,14,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,8,0.0264550265,2,0.0264550265,0,0.0264550265
4899,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5879.txt,28,0.0582010582,13,0.0582010582,7,0.0582010582,3,0.0582010582,27,0.0423280423,22,0.0423280423,19,0.0423280423,14,0.0423280423,6,0.0423280423,29,0.0264550265,26,0.0264550265,25,0.0264550265,24,0.0264550265,23,0.0264550265,21,0.0264550265,20,0.0264550265,18,0.0264550265,17,0.0264550265,16,0.0264550265,15,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,8,0.0264550265,5,0.0264550265,4,0.0264550265,2,0.0264550265,1,0.0264550265,0,0.0264550265
6501,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6616.txt,28,0.0582010582,3,0.0582010582,23,0.0423280423,21,0.0423280423,18,0.0423280423,14,0.0423280423,13,0.0423280423,7,0.0423280423,6,0.0423280423,5,0.0423280423,1,0.0423280423,29,0.0264550265,27,0.0264550265,26,0.0264550265,25,0.0264550265,24,0.0264550265,22,0.0264550265,20,0.0264550265,19,0.0264550265,17,0.0264550265,16,0.0264550265,15,0.0264550265,12,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,8,0.0264550265,4,0.0264550265,2,0.0264550265,0,0.0264550265
3146,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6684.txt,28,0.0572916667,11,0.0572916667,25,0.0416666667,24,0.0416666667,22,0.0416666667,20,0.0416666667,16,0.0416666667,13,0.0416666667,9,0.0416666667,6,0.0416666667,5,0.0416666667,1,0.0416666667,29,0.0260416667,27,0.0260416667,26,0.0260416667,23,0.0260416667,21,0.0260416667,19,0.0260416667,18,0.0260416667,17,0.0260416667,15,0.0260416667,14,0.0260416667,12,0.0260416667,10,0.0260416667,8,0.0260416667,7,0.0260416667,4,0.0260416667,3,0.0260416667,2,0.0260416667,0,0.0260416667
3660,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3801.txt,28,0.0572916667,11,0.0572916667,10,0.0572916667,9,0.0572916667,21,0.0416666667,19,0.0416666667,13,0.0416666667,12,0.0416666667,5,0.0416666667,1,0.0416666667,29,0.0260416667,27,0.0260416667,26,0.0260416667,25,0.0260416667,24,0.0260416667,23,0.0260416667,22,0.0260416667,20,0.0260416667,18,0.0260416667,17,0.0260416667,16,0.0260416667,15,0.0260416667,14,0.0260416667,8,0.0260416667,7,0.0260416667,6,0.0260416667,4,0.0260416667,3,0.0260416667,2,0.0260416667,0,0.0260416667
5519,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3495.txt,28,0.0572916667,15,0.0572916667,8,0.0572916667,27,0.0416666667,26,0.0416666667,22,0.0416666667,21,0.0416666667,20,0.0416666667,11,0.0416666667,9,0.0416666667,1,0.0416666667,29,0.0260416667,25,0.0260416667,24,0.0260416667,23,0.0260416667,19,0.0260416667,18,0.0260416667,17,0.0260416667,16,0.0260416667,14,0.0260416667,13,0.0260416667,12,0.0260416667,10,0.0260416667,7,0.0260416667,6,0.0260416667,5,0.0260416667,4,0.0260416667,3,0.0260416667,2,0.0260416667,0,0.0260416667
4283,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4958.txt,28,0.0564102564,27,0.0564102564,24,0.0564102564,16,0.0564102564,0,0.0564102564,23,0.041025641,22,0.041025641,18,0.041025641,12,0.041025641,4,0.041025641,29,0.0256410256,26,0.0256410256,25,0.0256410256,21,0.0256410256,20,0.0256410256,19,0.0256410256,17,0.0256410256,15,0.0256410256,14,0.0256410256,13,0.0256410256,11,0.0256410256,10,0.0256410256,9,0.0256410256,8,0.0256410256,7,0.0256410256,6,0.0256410256,5,0.0256410256,3,0.0256410256,2,0.0256410256,1,0.0256410256
5461,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2398.txt,28,0.0564102564,25,0.0564102564,22,0.0564102564,10,0.0564102564,24,0.041025641,23,0.041025641,21,0.041025641,20,0.041025641,19,0.041025641,15,0.041025641,14,0.041025641,29,0.0256410256,27,0.0256410256,26,0.0256410256,18,0.0256410256,17,0.0256410256,16,0.0256410256,13,0.0256410256,12,0.0256410256,11,0.0256410256,9,0.0256410256,8,0.0256410256,7,0.0256410256,6,0.0256410256,5,0.0256410256,4,0.0256410256,3,0.0256410256,2,0.0256410256,1,0.0256410256,0,0.0256410256
6355,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_228.txt,28,0.0564102564,19,0.0564102564,3,0.0564102564,26,0.041025641,25,0.041025641,22,0.041025641,21,0.041025641,14,0.041025641,7,0.041025641,6,0.041025641,4,0.041025641,1,0.041025641,29,0.0256410256,27,0.0256410256,24,0.0256410256,23,0.0256410256,20,0.0256410256,18,0.0256410256,17,0.0256410256,16,0.0256410256,15,0.0256410256,13,0.0256410256,12,0.0256410256,11,0.0256410256,10,0.0256410256,9,0.0256410256,8,0.0256410256,5,0.0256410256,2,0.0256410256,0,0.0256410256
1176,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6309.txt,28,0.0555555556,23,0.0555555556,11,0.0555555556,10,0.0555555556,26,0.0404040404,19,0.0404040404,16,0.0404040404,15,0.0404040404,6,0.0404040404,5,0.0404040404,1,0.0404040404,0,0.0404040404,29,0.0252525253,27,0.0252525253,25,0.0252525253,24,0.0252525253,22,0.0252525253,21,0.0252525253,20,0.0252525253,18,0.0252525253,17,0.0252525253,14,0.0252525253,13,0.0252525253,12,0.0252525253,9,0.0252525253,8,0.0252525253,7,0.0252525253,4,0.0252525253,3,0.0252525253,2,0.0252525253
1306,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1602.txt,28,0.0512820513,4,0.0512820513,29,0.0320512821,27,0.0320512821,26,0.0320512821,25,0.0320512821,24,0.0320512821,23,0.0320512821,22,0.0320512821,21,0.0320512821,20,0.0320512821,19,0.0320512821,18,0.0320512821,17,0.0320512821,16,0.0320512821,15,0.0320512821,14,0.0320512821,13,0.0320512821,12,0.0320512821,11,0.0320512821,10,0.0320512821,9,0.0320512821,8,0.0320512821,7,0.0320512821,6,0.0320512821,5,0.0320512821,3,0.0320512821,2,0.0320512821,1,0.0320512821,0,0.0320512821
6680,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_304.txt,28,0.0503144654,21,0.0503144654,20,0.0503144654,29,0.0314465409,27,0.0314465409,26,0.0314465409,25,0.0314465409,24,0.0314465409,23,0.0314465409,22,0.0314465409,19,0.0314465409,18,0.0314465409,17,0.0314465409,16,0.0314465409,15,0.0314465409,14,0.0314465409,13,0.0314465409,12,0.0314465409,11,0.0314465409,10,0.0314465409,9,0.0314465409,8,0.0314465409,7,0.0314465409,6,0.0314465409,5,0.0314465409,4,0.0314465409,3,0.0314465409,2,0.0314465409,1,0.0314465409,0,0.0314465409
3042,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3580.txt,28,0.049382716,18,0.049382716,15,0.049382716,4,0.049382716,29,0.0308641975,27,0.0308641975,26,0.0308641975,25,0.0308641975,24,0.0308641975,23,0.0308641975,22,0.0308641975,21,0.0308641975,20,0.0308641975,19,0.0308641975,17,0.0308641975,16,0.0308641975,14,0.0308641975,13,0.0308641975,12,0.0308641975,11,0.0308641975,10,0.0308641975,9,0.0308641975,8,0.0308641975,7,0.0308641975,6,0.0308641975,5,0.0308641975,3,0.0308641975,2,0.0308641975,1,0.0308641975,0,0.0308641975
199,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3480.txt,28,0.0484848485,27,0.0484848485,26,0.0484848485,24,0.0484848485,0,0.0484848485,29,0.0303030303,25,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,17,0.0303030303,16,0.0303030303,15,0.0303030303,14,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,10,0.0303030303,9,0.0303030303,8,0.0303030303,7,0.0303030303,6,0.0303030303,5,0.0303030303,4,0.0303030303,3,0.0303030303,2,0.0303030303,1,0.0303030303
1230,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6747.txt,28,0.0484848485,27,0.0484848485,19,0.0484848485,10,0.0484848485,9,0.0484848485,29,0.0303030303,26,0.0303030303,25,0.0303030303,24,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,18,0.0303030303,17,0.0303030303,16,0.0303030303,15,0.0303030303,14,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,8,0.0303030303,7,0.0303030303,6,0.0303030303,5,0.0303030303,4,0.0303030303,3,0.0303030303,2,0.0303030303,1,0.0303030303,0,0.0303030303
1427,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6064.txt,28,0.0484848485,24,0.0484848485,13,0.0484848485,11,0.0484848485,7,0.0484848485,29,0.0303030303,27,0.0303030303,26,0.0303030303,25,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,17,0.0303030303,16,0.0303030303,15,0.0303030303,14,0.0303030303,12,0.0303030303,10,0.0303030303,9,0.0303030303,8,0.0303030303,6,0.0303030303,5,0.0303030303,4,0.0303030303,3,0.0303030303,2,0.0303030303,1,0.0303030303,0,0.0303030303
3230,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4692.txt,28,0.0484848485,27,0.0484848485,24,0.0484848485,14,0.0484848485,6,0.0484848485,29,0.0303030303,26,0.0303030303,25,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,17,0.0303030303,16,0.0303030303,15,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,10,0.0303030303,9,0.0303030303,8,0.0303030303,7,0.0303030303,5,0.0303030303,4,0.0303030303,3,0.0303030303,2,0.0303030303,1,0.0303030303,0,0.0303030303
3807,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1575.txt,28,0.0484848485,14,0.0484848485,13,0.0484848485,10,0.0484848485,5,0.0484848485,29,0.0303030303,27,0.0303030303,26,0.0303030303,25,0.0303030303,24,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,17,0.0303030303,16,0.0303030303,15,0.0303030303,12,0.0303030303,11,0.0303030303,9,0.0303030303,8,0.0303030303,7,0.0303030303,6,0.0303030303,4,0.0303030303,3,0.0303030303,2,0.0303030303,1,0.0303030303,0,0.0303030303
4137,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1089.txt,28,0.0484848485,26,0.0484848485,17,0.0484848485,8,0.0484848485,2,0.0484848485,29,0.0303030303,27,0.0303030303,25,0.0303030303,24,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,16,0.0303030303,15,0.0303030303,14,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,10,0.0303030303,9,0.0303030303,7,0.0303030303,6,0.0303030303,5,0.0303030303,4,0.0303030303,3,0.0303030303,1,0.0303030303,0,0.0303030303
5233,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3125.txt,28,0.0484848485,26,0.0484848485,16,0.0484848485,6,0.0484848485,4,0.0484848485,29,0.0303030303,27,0.0303030303,25,0.0303030303,24,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,17,0.0303030303,15,0.0303030303,14,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,10,0.0303030303,9,0.0303030303,8,0.0303030303,7,0.0303030303,5,0.0303030303,3,0.0303030303,2,0.0303030303,1,0.0303030303,0,0.0303030303
6130,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6014.txt,28,0.0484848485,25,0.0484848485,24,0.0484848485,9,0.0484848485,3,0.0484848485,29,0.0303030303,27,0.0303030303,26,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,17,0.0303030303,16,0.0303030303,15,0.0303030303,14,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,10,0.0303030303,8,0.0303030303,7,0.0303030303,6,0.0303030303,5,0.0303030303,4,0.0303030303,2,0.0303030303,1,0.0303030303,0,0.0303030303
6193,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4048.txt,28,0.0484848485,26,0.0484848485,15,0.0484848485,5,0.0484848485,1,0.0484848485,29,0.0303030303,27,0.0303030303,25,0.0303030303,24,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,17,0.0303030303,16,0.0303030303,14,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,10,0.0303030303,9,0.0303030303,8,0.0303030303,7,0.0303030303,6,0.0303030303,4,0.0303030303,3,0.0303030303,2,0.0303030303,0,0.0303030303
6751,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_695.txt,28,0.0484848485,23,0.0484848485,21,0.0484848485,17,0.0484848485,7,0.0484848485,29,0.0303030303,27,0.0303030303,26,0.0303030303,25,0.0303030303,24,0.0303030303,22,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,16,0.0303030303,15,0.0303030303,14,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,10,0.0303030303,9,0.0303030303,8,0.0303030303,6,0.0303030303,5,0.0303030303,4,0.0303030303,3,0.0303030303,2,0.0303030303,1,0.0303030303,0,0.0303030303
6869,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2683.txt,28,0.0484848485,17,0.0484848485,14,0.0484848485,5,0.0484848485,0,0.0484848485,29,0.0303030303,27,0.0303030303,26,0.0303030303,25,0.0303030303,24,0.0303030303,23,0.0303030303,22,0.0303030303,21,0.0303030303,20,0.0303030303,19,0.0303030303,18,0.0303030303,16,0.0303030303,15,0.0303030303,13,0.0303030303,12,0.0303030303,11,0.0303030303,10,0.0303030303,9,0.0303030303,8,0.0303030303,7,0.0303030303,6,0.0303030303,4,0.0303030303,3,0.0303030303,2,0.0303030303,1,0.0303030303
1413,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6410.txt,28,0.0476190476,27,0.0476190476,20,0.0476190476,11,0.0476190476,7,0.0476190476,6,0.0476190476,29,0.0297619048,26,0.0297619048,25,0.0297619048,24,0.0297619048,23,0.0297619048,22,0.0297619048,21,0.0297619048,19,0.0297619048,18,0.0297619048,17,0.0297619048,16,0.0297619048,15,0.0297619048,14,0.0297619048,13,0.0297619048,12,0.0297619048,10,0.0297619048,9,0.0297619048,8,0.0297619048,5,0.0297619048,4,0.0297619048,3,0.0297619048,2,0.0297619048,1,0.0297619048,0,0.0297619048
1514,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5714.txt,28,0.0476190476,27,0.0476190476,23,0.0476190476,21,0.0476190476,16,0.0476190476,13,0.0476190476,29,0.0297619048,26,0.0297619048,25,0.0297619048,24,0.0297619048,22,0.0297619048,20,0.0297619048,19,0.0297619048,18,0.0297619048,17,0.0297619048,15,0.0297619048,14,0.0297619048,12,0.0297619048,11,0.0297619048,10,0.0297619048,9,0.0297619048,8,0.0297619048,7,0.0297619048,6,0.0297619048,5,0.0297619048,4,0.0297619048,3,0.0297619048,2,0.0297619048,1,0.0297619048,0,0.0297619048
1640,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5670.txt,28,0.0476190476,24,0.0476190476,19,0.0476190476,4,0.0476190476,1,0.0476190476,0,0.0476190476,29,0.0297619048,27,0.0297619048,26,0.0297619048,25,0.0297619048,23,0.0297619048,22,0.0297619048,21,0.0297619048,20,0.0297619048,18,0.0297619048,17,0.0297619048,16,0.0297619048,15,0.0297619048,14,0.0297619048,13,0.0297619048,12,0.0297619048,11,0.0297619048,10,0.0297619048,9,0.0297619048,8,0.0297619048,7,0.0297619048,6,0.0297619048,5,0.0297619048,3,0.0297619048,2,0.0297619048
1951,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1478.txt,28,0.0476190476,20,0.0476190476,17,0.0476190476,16,0.0476190476,5,0.0476190476,3,0.0476190476,29,0.0297619048,27,0.0297619048,26,0.0297619048,25,0.0297619048,24,0.0297619048,23,0.0297619048,22,0.0297619048,21,0.0297619048,19,0.0297619048,18,0.0297619048,15,0.0297619048,14,0.0297619048,13,0.0297619048,12,0.0297619048,11,0.0297619048,10,0.0297619048,9,0.0297619048,8,0.0297619048,7,0.0297619048,6,0.0297619048,4,0.0297619048,2,0.0297619048,1,0.0297619048,0,0.0297619048
2388,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_941.txt,28,0.0476190476,23,0.0476190476,20,0.0476190476,13,0.0476190476,11,0.0476190476,8,0.0476190476,29,0.0297619048,27,0.0297619048,26,0.0297619048,25,0.0297619048,24,0.0297619048,22,0.0297619048,21,0.0297619048,19,0.0297619048,18,0.0297619048,17,0.0297619048,16,0.0297619048,15,0.0297619048,14,0.0297619048,12,0.0297619048,10,0.0297619048,9,0.0297619048,7,0.0297619048,6,0.0297619048,5,0.0297619048,4,0.0297619048,3,0.0297619048,2,0.0297619048,1,0.0297619048,0,0.0297619048
2428,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5103.txt,28,0.0476190476,25,0.0476190476,24,0.0476190476,23,0.0476190476,21,0.0476190476,14,0.0476190476,29,0.0297619048,27,0.0297619048,26,0.0297619048,22,0.0297619048,20,0.0297619048,19,0.0297619048,18,0.0297619048,17,0.0297619048,16,0.0297619048,15,0.0297619048,13,0.0297619048,12,0.0297619048,11,0.0297619048,10,0.0297619048,9,0.0297619048,8,0.0297619048,7,0.0297619048,6,0.0297619048,5,0.0297619048,4,0.0297619048,3,0.0297619048,2,0.0297619048,1,0.0297619048,0,0.0297619048
3717,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_542.txt,28,0.0476190476,27,0.0476190476,19,0.0476190476,11,0.0476190476,8,0.0476190476,5,0.0476190476,29,0.0297619048,26,0.0297619048,25,0.0297619048,24,0.0297619048,23,0.0297619048,22,0.0297619048,21,0.0297619048,20,0.0297619048,18,0.0297619048,17,0.0297619048,16,0.0297619048,15,0.0297619048,14,0.0297619048,13,0.0297619048,12,0.0297619048,10,0.0297619048,9,0.0297619048,7,0.0297619048,6,0.0297619048,4,0.0297619048,3,0.0297619048,2,0.0297619048,1,0.0297619048,0,0.0297619048
3763,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5877.txt,28,0.0476190476,26,0.0476190476,22,0.0476190476,17,0.0476190476,8,0.0476190476,5,0.0476190476,29,0.0297619048,27,0.0297619048,25,0.0297619048,24,0.0297619048,23,0.0297619048,21,0.0297619048,20,0.0297619048,19,0.0297619048,18,0.0297619048,16,0.0297619048,15,0.0297619048,14,0.0297619048,13,0.0297619048,12,0.0297619048,11,0.0297619048,10,0.0297619048,9,0.0297619048,7,0.0297619048,6,0.0297619048,4,0.0297619048,3,0.0297619048,2,0.0297619048,1,0.0297619048,0,0.0297619048
