#doc,name,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion,topic,proportion
524,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1247.txt,4,0.1129943503,18,0.0621468927,29,0.0451977401,7,0.0451977401,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,17,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,6,0.0282485876,5,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
4350,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3281.txt,4,0.1129943503,24,0.0451977401,23,0.0451977401,22,0.0451977401,11,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,17,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
4594,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3660.txt,4,0.1129943503,1,0.0621468927,21,0.0451977401,0,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,17,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,3,0.0282485876,2,0.0282485876
256,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1240.txt,4,0.1111111111,16,0.0611111111,12,0.0444444444,11,0.0444444444,0,0.0444444444,29,0.0277777778,28,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,24,0.0277777778,23,0.0277777778,22,0.0277777778,21,0.0277777778,20,0.0277777778,19,0.0277777778,18,0.0277777778,17,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778
1572,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6847.txt,4,0.1111111111,28,0.0444444444,24,0.0444444444,19,0.0444444444,10,0.0444444444,0,0.0444444444,29,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,23,0.0277777778,22,0.0277777778,21,0.0277777778,20,0.0277777778,18,0.0277777778,17,0.0277777778,16,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,12,0.0277777778,11,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778
3792,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_314.txt,4,0.1111111111,22,0.0444444444,16,0.0444444444,12,0.0444444444,11,0.0444444444,3,0.0444444444,29,0.0277777778,28,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,24,0.0277777778,23,0.0277777778,21,0.0277777778,20,0.0277777778,19,0.0277777778,18,0.0277777778,17,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,2,0.0277777778,1,0.0277777778,0,0.0277777778
4528,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1246.txt,4,0.1111111111,21,0.0611111111,29,0.0444444444,18,0.0444444444,12,0.0444444444,28,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,24,0.0277777778,23,0.0277777778,22,0.0277777778,20,0.0277777778,19,0.0277777778,17,0.0277777778,16,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778,0,0.0277777778
4694,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2285.txt,4,0.1111111111,28,0.0444444444,27,0.0444444444,24,0.0444444444,18,0.0444444444,8,0.0444444444,29,0.0277777778,26,0.0277777778,25,0.0277777778,23,0.0277777778,22,0.0277777778,21,0.0277777778,20,0.0277777778,19,0.0277777778,17,0.0277777778,16,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,12,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778,0,0.0277777778
3022,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6925.txt,4,0.1092896175,24,0.043715847,20,0.043715847,18,0.043715847,16,0.043715847,11,0.043715847,0,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,19,0.0273224044,17,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
3431,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_846.txt,4,0.1092896175,11,0.0601092896,24,0.043715847,19,0.043715847,6,0.043715847,0,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,18,0.0273224044,17,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,5,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
3650,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2886.txt,4,0.1092896175,27,0.043715847,25,0.043715847,21,0.043715847,6,0.043715847,2,0.043715847,1,0.043715847,29,0.0273224044,28,0.0273224044,26,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,17,0.0273224044,16,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,5,0.0273224044,3,0.0273224044,0,0.0273224044
5730,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1920.txt,4,0.1092896175,21,0.0601092896,20,0.043715847,19,0.043715847,15,0.043715847,0,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,18,0.0273224044,17,0.0273224044,16,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,3,0.0273224044,2,0.0273224044,1,0.0273224044
1986,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5318.txt,4,0.1075268817,29,0.0430107527,22,0.0430107527,17,0.0430107527,16,0.0430107527,15,0.0430107527,12,0.0430107527,0,0.0430107527,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,18,0.0268817204,14,0.0268817204,13,0.0268817204,11,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204
2886,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2917.txt,4,0.1075268817,29,0.0430107527,27,0.0430107527,24,0.0430107527,20,0.0430107527,19,0.0430107527,18,0.0430107527,2,0.0430107527,28,0.0268817204,26,0.0268817204,25,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,17,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,11,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,1,0.0268817204,0,0.0268817204
3664,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_538.txt,4,0.1075268817,29,0.0430107527,24,0.0430107527,20,0.0430107527,19,0.0430107527,18,0.0430107527,16,0.0430107527,12,0.0430107527,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,17,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,11,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204,0,0.0268817204
3913,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_82.txt,4,0.1075268817,19,0.0591397849,16,0.0591397849,15,0.0430107527,14,0.0430107527,0,0.0430107527,29,0.0268817204,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,20,0.0268817204,18,0.0268817204,17,0.0268817204,13,0.0268817204,12,0.0268817204,11,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204
5027,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3427.txt,4,0.1075268817,18,0.0591397849,11,0.0591397849,24,0.0430107527,23,0.0430107527,16,0.0430107527,29,0.0268817204,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,22,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,17,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204,0,0.0268817204
6046,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_329.txt,4,0.1075268817,0,0.0591397849,20,0.0430107527,19,0.0430107527,18,0.0430107527,15,0.0430107527,3,0.0430107527,29,0.0268817204,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,17,0.0268817204,16,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,11,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,2,0.0268817204,1,0.0268817204
6629,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1238.txt,4,0.1075268817,0,0.1075268817,11,0.0591397849,29,0.0268817204,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,24,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,18,0.0268817204,17,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204
6634,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_842.txt,4,0.1075268817,0,0.0591397849,29,0.0430107527,24,0.0430107527,16,0.0430107527,11,0.0430107527,7,0.0430107527,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,23,0.0268817204,22,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,18,0.0268817204,17,0.0268817204,15,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204
2722,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_844.txt,4,0.1058201058,14,0.0582010582,26,0.0423280423,24,0.0423280423,18,0.0423280423,16,0.0423280423,11,0.0423280423,0,0.0423280423,29,0.0264550265,28,0.0264550265,27,0.0264550265,25,0.0264550265,23,0.0264550265,22,0.0264550265,21,0.0264550265,20,0.0264550265,19,0.0264550265,17,0.0264550265,15,0.0264550265,13,0.0264550265,12,0.0264550265,10,0.0264550265,9,0.0264550265,8,0.0264550265,7,0.0264550265,6,0.0264550265,5,0.0264550265,3,0.0264550265,2,0.0264550265,1,0.0264550265
5953,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6226.txt,4,0.1058201058,16,0.0582010582,19,0.0423280423,14,0.0423280423,12,0.0423280423,8,0.0423280423,5,0.0423280423,0,0.0423280423,29,0.0264550265,28,0.0264550265,27,0.0264550265,26,0.0264550265,25,0.0264550265,24,0.0264550265,23,0.0264550265,22,0.0264550265,21,0.0264550265,20,0.0264550265,18,0.0264550265,17,0.0264550265,15,0.0264550265,13,0.0264550265,11,0.0264550265,10,0.0264550265,9,0.0264550265,7,0.0264550265,6,0.0264550265,3,0.0264550265,2,0.0264550265,1,0.0264550265
6324,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_843.txt,4,0.1041666667,0,0.0885416667,19,0.0572916667,23,0.0416666667,18,0.0416666667,1,0.0416666667,29,0.0260416667,28,0.0260416667,27,0.0260416667,26,0.0260416667,25,0.0260416667,24,0.0260416667,22,0.0260416667,21,0.0260416667,20,0.0260416667,17,0.0260416667,16,0.0260416667,15,0.0260416667,14,0.0260416667,13,0.0260416667,12,0.0260416667,11,0.0260416667,10,0.0260416667,9,0.0260416667,8,0.0260416667,7,0.0260416667,6,0.0260416667,5,0.0260416667,3,0.0260416667,2,0.0260416667
2923,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_652.txt,4,0.1011904762,19,0.0476190476,0,0.0476190476,29,0.0297619048,28,0.0297619048,27,0.0297619048,26,0.0297619048,25,0.0297619048,24,0.0297619048,23,0.0297619048,22,0.0297619048,21,0.0297619048,20,0.0297619048,18,0.0297619048,17,0.0297619048,16,0.0297619048,15,0.0297619048,14,0.0297619048,13,0.0297619048,12,0.0297619048,11,0.0297619048,10,0.0297619048,9,0.0297619048,8,0.0297619048,7,0.0297619048,6,0.0297619048,5,0.0297619048,3,0.0297619048,2,0.0297619048,1,0.0297619048
367,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_625.txt,4,0.101010101,24,0.0707070707,6,0.0555555556,29,0.0404040404,23,0.0404040404,19,0.0404040404,18,0.0404040404,14,0.0404040404,8,0.0404040404,28,0.0252525253,27,0.0252525253,26,0.0252525253,25,0.0252525253,22,0.0252525253,21,0.0252525253,20,0.0252525253,17,0.0252525253,16,0.0252525253,15,0.0252525253,13,0.0252525253,12,0.0252525253,11,0.0252525253,10,0.0252525253,9,0.0252525253,7,0.0252525253,5,0.0252525253,3,0.0252525253,2,0.0252525253,1,0.0252525253,0,0.0252525253
5650,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6383.txt,4,0.0995024876,0,0.0845771144,24,0.039800995,20,0.039800995,15,0.039800995,14,0.039800995,12,0.039800995,10,0.039800995,9,0.039800995,2,0.039800995,29,0.0248756219,28,0.0248756219,27,0.0248756219,26,0.0248756219,25,0.0248756219,23,0.0248756219,22,0.0248756219,21,0.0248756219,19,0.0248756219,18,0.0248756219,17,0.0248756219,16,0.0248756219,13,0.0248756219,11,0.0248756219,8,0.0248756219,7,0.0248756219,6,0.0248756219,5,0.0248756219,3,0.0248756219,1,0.0248756219
313,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_4415.txt,4,0.0994152047,12,0.081871345,29,0.0292397661,28,0.0292397661,27,0.0292397661,26,0.0292397661,25,0.0292397661,24,0.0292397661,23,0.0292397661,22,0.0292397661,21,0.0292397661,20,0.0292397661,19,0.0292397661,18,0.0292397661,17,0.0292397661,16,0.0292397661,15,0.0292397661,14,0.0292397661,13,0.0292397661,11,0.0292397661,10,0.0292397661,9,0.0292397661,8,0.0292397661,7,0.0292397661,6,0.0292397661,5,0.0292397661,3,0.0292397661,2,0.0292397661,1,0.0292397661,0,0.0292397661
2229,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3165.txt,4,0.0980392157,0,0.0833333333,27,0.0539215686,14,0.0539215686,24,0.0392156863,18,0.0392156863,9,0.0392156863,5,0.0392156863,2,0.0392156863,29,0.0245098039,28,0.0245098039,26,0.0245098039,25,0.0245098039,23,0.0245098039,22,0.0245098039,21,0.0245098039,20,0.0245098039,19,0.0245098039,17,0.0245098039,16,0.0245098039,15,0.0245098039,13,0.0245098039,12,0.0245098039,11,0.0245098039,10,0.0245098039,8,0.0245098039,7,0.0245098039,6,0.0245098039,3,0.0245098039,1,0.0245098039
5839,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6255.txt,4,0.0980392157,27,0.0539215686,6,0.0539215686,0,0.0539215686,28,0.0392156863,24,0.0392156863,20,0.0392156863,18,0.0392156863,12,0.0392156863,10,0.0392156863,1,0.0392156863,29,0.0245098039,26,0.0245098039,25,0.0245098039,23,0.0245098039,22,0.0245098039,21,0.0245098039,19,0.0245098039,17,0.0245098039,16,0.0245098039,15,0.0245098039,14,0.0245098039,13,0.0245098039,11,0.0245098039,9,0.0245098039,8,0.0245098039,7,0.0245098039,5,0.0245098039,3,0.0245098039,2,0.0245098039
197,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_2885.txt,4,0.0977011494,27,0.0632183908,21,0.0459770115,1,0.0459770115,29,0.0287356322,28,0.0287356322,26,0.0287356322,25,0.0287356322,24,0.0287356322,23,0.0287356322,22,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,17,0.0287356322,16,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,8,0.0287356322,7,0.0287356322,6,0.0287356322,5,0.0287356322,3,0.0287356322,2,0.0287356322,0,0.0287356322
4053,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3878.txt,4,0.0977011494,27,0.0459770115,8,0.0459770115,5,0.0459770115,2,0.0459770115,29,0.0287356322,28,0.0287356322,26,0.0287356322,25,0.0287356322,24,0.0287356322,23,0.0287356322,22,0.0287356322,21,0.0287356322,20,0.0287356322,19,0.0287356322,18,0.0287356322,17,0.0287356322,16,0.0287356322,15,0.0287356322,14,0.0287356322,13,0.0287356322,12,0.0287356322,11,0.0287356322,10,0.0287356322,9,0.0287356322,7,0.0287356322,6,0.0287356322,3,0.0287356322,1,0.0287356322,0,0.0287356322
1814,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1210.txt,4,0.0960451977,12,0.0621468927,10,0.0621468927,3,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,18,0.0282485876,17,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,11,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
2208,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1519.txt,4,0.0960451977,28,0.0451977401,24,0.0451977401,23,0.0451977401,19,0.0451977401,7,0.0451977401,29,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,18,0.0282485876,17,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,6,0.0282485876,5,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876,0,0.0282485876
4545,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_3166.txt,4,0.0960451977,2,0.0621468927,29,0.0451977401,18,0.0451977401,1,0.0451977401,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,21,0.0282485876,20,0.0282485876,19,0.0282485876,17,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,3,0.0282485876,0,0.0282485876
6738,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1325.txt,4,0.0960451977,21,0.0790960452,19,0.0451977401,0,0.0451977401,29,0.0282485876,28,0.0282485876,27,0.0282485876,26,0.0282485876,25,0.0282485876,24,0.0282485876,23,0.0282485876,22,0.0282485876,20,0.0282485876,18,0.0282485876,17,0.0282485876,16,0.0282485876,15,0.0282485876,14,0.0282485876,13,0.0282485876,12,0.0282485876,11,0.0282485876,10,0.0282485876,9,0.0282485876,8,0.0282485876,7,0.0282485876,6,0.0282485876,5,0.0282485876,3,0.0282485876,2,0.0282485876,1,0.0282485876
4120,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1234.txt,4,0.0944444444,29,0.0611111111,24,0.0444444444,15,0.0444444444,7,0.0444444444,6,0.0444444444,28,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,23,0.0277777778,22,0.0277777778,21,0.0277777778,20,0.0277777778,19,0.0277777778,18,0.0277777778,17,0.0277777778,16,0.0277777778,14,0.0277777778,13,0.0277777778,12,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778,0,0.0277777778
4253,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5169.txt,4,0.0944444444,24,0.0611111111,0,0.0611111111,28,0.0444444444,23,0.0444444444,29,0.0277777778,27,0.0277777778,26,0.0277777778,25,0.0277777778,22,0.0277777778,21,0.0277777778,20,0.0277777778,19,0.0277777778,18,0.0277777778,17,0.0277777778,16,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,12,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778
5447,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_841.txt,4,0.0944444444,27,0.0444444444,26,0.0444444444,24,0.0444444444,14,0.0444444444,13,0.0444444444,12,0.0444444444,29,0.0277777778,28,0.0277777778,25,0.0277777778,23,0.0277777778,22,0.0277777778,21,0.0277777778,20,0.0277777778,19,0.0277777778,18,0.0277777778,17,0.0277777778,16,0.0277777778,15,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778,0,0.0277777778
6846,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_5134.txt,4,0.0944444444,0,0.0611111111,26,0.0444444444,24,0.0444444444,20,0.0444444444,16,0.0444444444,29,0.0277777778,28,0.0277777778,27,0.0277777778,25,0.0277777778,23,0.0277777778,22,0.0277777778,21,0.0277777778,19,0.0277777778,18,0.0277777778,17,0.0277777778,15,0.0277777778,14,0.0277777778,13,0.0277777778,12,0.0277777778,11,0.0277777778,10,0.0277777778,9,0.0277777778,8,0.0277777778,7,0.0277777778,6,0.0277777778,5,0.0277777778,3,0.0277777778,2,0.0277777778,1,0.0277777778
1999,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1239.txt,4,0.0928961749,27,0.0601092896,24,0.043715847,23,0.043715847,16,0.043715847,9,0.043715847,1,0.043715847,29,0.0273224044,28,0.0273224044,26,0.0273224044,25,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,18,0.0273224044,17,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,3,0.0273224044,2,0.0273224044,0,0.0273224044
3639,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_6861.txt,4,0.0928961749,20,0.0765027322,16,0.0601092896,29,0.043715847,2,0.043715847,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,19,0.0273224044,18,0.0273224044,17,0.0273224044,15,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,10,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,3,0.0273224044,1,0.0273224044,0,0.0273224044
6450,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1513.txt,4,0.0928961749,18,0.0601092896,0,0.0601092896,15,0.043715847,10,0.043715847,1,0.043715847,29,0.0273224044,28,0.0273224044,27,0.0273224044,26,0.0273224044,25,0.0273224044,24,0.0273224044,23,0.0273224044,22,0.0273224044,21,0.0273224044,20,0.0273224044,19,0.0273224044,17,0.0273224044,16,0.0273224044,14,0.0273224044,13,0.0273224044,12,0.0273224044,11,0.0273224044,9,0.0273224044,8,0.0273224044,7,0.0273224044,6,0.0273224044,5,0.0273224044,3,0.0273224044,2,0.0273224044
249,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_203.txt,4,0.0913978495,23,0.0591397849,24,0.0430107527,18,0.0430107527,13,0.0430107527,12,0.0430107527,11,0.0430107527,0,0.0430107527,29,0.0268817204,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,22,0.0268817204,21,0.0268817204,20,0.0268817204,19,0.0268817204,17,0.0268817204,16,0.0268817204,15,0.0268817204,14,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,6,0.0268817204,5,0.0268817204,3,0.0268817204,2,0.0268817204,1,0.0268817204
3672,file:/home/deb/PycharmProjects/TopicModelMallet/title_texts/small_file_1030.txt,4,0.0913978495,24,0.0591397849,29,0.0430107527,21,0.0430107527,15,0.0430107527,6,0.0430107527,2,0.0430107527,0,0.0430107527,28,0.0268817204,27,0.0268817204,26,0.0268817204,25,0.0268817204,23,0.0268817204,22,0.0268817204,20,0.0268817204,19,0.0268817204,18,0.0268817204,17,0.0268817204,16,0.0268817204,14,0.0268817204,13,0.0268817204,12,0.0268817204,11,0.0268817204,10,0.0268817204,9,0.0268817204,8,0.0268817204,7,0.0268817204,5,0.0268817204,3,0.0268817204,1,0.0268817204
